"index","id","label","time_start","time_end","clarity_level","youtube_id","url_id","user_id"
"5298","Rfz9yoBAYZI27","throwing","476","478","none","Rfz9yoBAYZI","923","1"
"5299","Rfz9yoBAYZI28","throwing","487","490","none","Rfz9yoBAYZI","923","1"
"5300","Rfz9yoBAYZI29","throwing","523","525","none","Rfz9yoBAYZI","923","1"
"5301","Rfz9yoBAYZI30","throwing","547","549","none","Rfz9yoBAYZI","923","1"
"5302","Rfz9yoBAYZI31","throwing","601","603","none","Rfz9yoBAYZI","923","1"
"5303","Rfz9yoBAYZI32","throwing","603","605","none","Rfz9yoBAYZI","923","1"
"5304","Rfz9yoBAYZI33","throwing","610","611","none","Rfz9yoBAYZI","923","1"
"5305","Rfz9yoBAYZI34","throwing","612","614","none","Rfz9yoBAYZI","923","1"
"5306","Rfz9yoBAYZI35","throwing","614","615","none","Rfz9yoBAYZI","923","1"
"5307","Rfz9yoBAYZI36","throwing","617","618","none","Rfz9yoBAYZI","923","1"
"5308","Rfz9yoBAYZI37","throwing","619","621","none","Rfz9yoBAYZI","923","1"
"10539","AjEYwl0_n7s7","throwing","253","259","medium","AjEYwl0_n7s","1069","2"
"5309","Rfz9yoBAYZI38","throwing","621","623","none","Rfz9yoBAYZI","923","1"
"5310","Rfz9yoBAYZI39","throwing","624","627","none","Rfz9yoBAYZI","923","1"
"5311","Rfz9yoBAYZI40","throwing","628","631","none","Rfz9yoBAYZI","923","1"
"5312","Rfz9yoBAYZI41","throwing","633","637","none","Rfz9yoBAYZI","923","1"
"5313","Rfz9yoBAYZI42","throwing","647","651","none","Rfz9yoBAYZI","923","1"
"5314","Rfz9yoBAYZI43","throwing","712","717","none","Rfz9yoBAYZI","923","1"
"5315","Rfz9yoBAYZI44","throwing","719","724","none","Rfz9yoBAYZI","923","1"
"5316","Rfz9yoBAYZI45","throwing","728","732","none","Rfz9yoBAYZI","923","1"
"5317","Rfz9yoBAYZI46","throwing","748","754","none","Rfz9yoBAYZI","923","1"
"5318","Rfz9yoBAYZI47","throwing","791","792","none","Rfz9yoBAYZI","923","1"
"5319","Rfz9yoBAYZI48","throwing","794","795","none","Rfz9yoBAYZI","923","1"
"5320","Rfz9yoBAYZI49","throwing","812","814","none","Rfz9yoBAYZI","923","1"
"5321","Rfz9yoBAYZI50","throwing","868","871","none","Rfz9yoBAYZI","923","1"
"5322","Rfz9yoBAYZI51","throwing","859","861","none","Rfz9yoBAYZI","923","1"
"4802","krx2N4UzftU5","running","26","46","medium","krx2N4UzftU","1003","1"
"5323","Rfz9yoBAYZI52","throwing","875","877","none","Rfz9yoBAYZI","923","1"
"5324","Rfz9yoBAYZI53","throwing","883","886","none","Rfz9yoBAYZI","923","1"
"5325","Rfz9yoBAYZI54","throwing","893","895","none","Rfz9yoBAYZI","923","1"
"5326","Rfz9yoBAYZI55","throwing","916","918","none","Rfz9yoBAYZI","923","1"
"5327","Rfz9yoBAYZI56","throwing","920","921","none","Rfz9yoBAYZI","923","1"
"5328","Rfz9yoBAYZI57","throwing","926","928","none","Rfz9yoBAYZI","923","1"
"5329","wveUykdk0vk1","throwing","1","3","none","wveUykdk0vk","423","1"
"5330","wveUykdk0vk2","throwing","4","8","none","wveUykdk0vk","423","1"
"5331","wveUykdk0vk3","throwing","9","12","none","wveUykdk0vk","423","1"
"5332","wveUykdk0vk4","throwing","15","17","none","wveUykdk0vk","423","1"
"5333","wveUykdk0vk5","throwing","26","28","none","wveUykdk0vk","423","1"
"5334","wveUykdk0vk6","throwing","137","146","none","wveUykdk0vk","423","1"
"5335","wveUykdk0vk7","throwing","149","156","none","wveUykdk0vk","423","1"
"5336","wveUykdk0vk8","throwing","157","163","none","wveUykdk0vk","423","1"
"5337","wveUykdk0vk9","throwing","185","188","none","wveUykdk0vk","423","1"
"5338","wveUykdk0vk10","throwing","190","192","none","wveUykdk0vk","423","1"
"5339","wveUykdk0vk11","throwing","194","195","none","wveUykdk0vk","423","1"
"5340","wveUykdk0vk12","throwing","198","200","none","wveUykdk0vk","423","1"
"5341","wveUykdk0vk13","throwing","207","212","none","wveUykdk0vk","423","1"
"5342","wveUykdk0vk14","throwing","235","245","none","wveUykdk0vk","423","1"
"5343","wveUykdk0vk15","throwing","255","259","none","wveUykdk0vk","423","1"
"5344","wveUykdk0vk16","throwing","260","264","none","wveUykdk0vk","423","1"
"5345","wveUykdk0vk17","throwing","273","274","none","wveUykdk0vk","423","1"
"5346","wveUykdk0vk18","throwing","277","285","none","wveUykdk0vk","423","1"
"5347","wveUykdk0vk19","throwing","310","311","none","wveUykdk0vk","423","1"
"5348","wveUykdk0vk20","throwing","373","380","none","wveUykdk0vk","423","1"
"5349","wveUykdk0vk21","throwing","400","405","none","wveUykdk0vk","423","1"
"5350","wveUykdk0vk22","throwing","406","411","none","wveUykdk0vk","423","1"
"5351","wveUykdk0vk23","throwing","412","416","none","wveUykdk0vk","423","1"
"5352","wveUykdk0vk24","throwing","421","429","none","wveUykdk0vk","423","1"
"5353","wveUykdk0vk25","throwing","439","444","none","wveUykdk0vk","423","1"
"5354","wveUykdk0vk26","throwing","448","452","none","wveUykdk0vk","423","1"
"5356","wveUykdk0vk28","throwing","491","496","none","wveUykdk0vk","423","1"
"5357","wveUykdk0vk29","throwing","497","505","none","wveUykdk0vk","423","1"
"5358","wveUykdk0vk30","throwing","506","510","none","wveUykdk0vk","423","1"
"5359","wveUykdk0vk31","throwing","515","518","none","wveUykdk0vk","423","1"
"5360","wveUykdk0vk32","throwing","595","603","none","wveUykdk0vk","423","1"
"5361","wveUykdk0vk33","throwing","614","620","none","wveUykdk0vk","423","1"
"5362","wveUykdk0vk34","throwing","621","627","none","wveUykdk0vk","423","1"
"10413","08GDQCiU8uU4","brawling","60","67","easy","08GDQCiU8uU","1054","2"
"5363","wveUykdk0vk35","throwing","628","633","none","wveUykdk0vk","423","1"
"5364","wveUykdk0vk36","throwing","634","639","none","wveUykdk0vk","423","1"
"5365","wveUykdk0vk37","throwing","647","654","none","wveUykdk0vk","423","1"
"5366","wveUykdk0vk38","throwing","673","678","none","wveUykdk0vk","423","1"
"5367","wveUykdk0vk39","throwing","679","685","none","wveUykdk0vk","423","1"
"5368","wveUykdk0vk40","throwing","686","691","none","wveUykdk0vk","423","1"
"5369","wveUykdk0vk41","throwing","712","715","none","wveUykdk0vk","423","1"
"5370","wveUykdk0vk42","throwing","719","721","none","wveUykdk0vk","423","1"
"5371","wveUykdk0vk43","throwing","725","727","none","wveUykdk0vk","423","1"
"5372","wveUykdk0vk44","throwing","731","739","none","wveUykdk0vk","423","1"
"5373","wveUykdk0vk45","throwing","745","750","none","wveUykdk0vk","423","1"
"5374","wveUykdk0vk46","throwing","751","757","none","wveUykdk0vk","423","1"
"5375","wveUykdk0vk47","throwing","758","763","none","wveUykdk0vk","423","1"
"5376","wveUykdk0vk48","throwing","818","820","none","wveUykdk0vk","423","1"
"5377","MaLKP_EGx4A1","throwing","2","3","none","MaLKP_EGx4A","344","1"
"5378","MaLKP_EGx4A2","throwing","4","6","none","MaLKP_EGx4A","344","1"
"5379","MaLKP_EGx4A3","throwing","22","24","none","MaLKP_EGx4A","344","1"
"5380","MaLKP_EGx4A4","throwing","222","225","none","MaLKP_EGx4A","344","1"
"5381","MaLKP_EGx4A5","throwing","239","241","none","MaLKP_EGx4A","344","1"
"5382","MaLKP_EGx4A6","throwing","269","276","none","MaLKP_EGx4A","344","1"
"5383","MaLKP_EGx4A7","throwing","277","279","none","MaLKP_EGx4A","344","1"
"5384","MaLKP_EGx4A8","throwing","294","300","none","MaLKP_EGx4A","344","1"
"5385","MaLKP_EGx4A9","throwing","303","306","none","MaLKP_EGx4A","344","1"
"5386","MaLKP_EGx4A10","throwing","314","318","none","MaLKP_EGx4A","344","1"
"5387","MaLKP_EGx4A11","throwing","319","322","none","MaLKP_EGx4A","344","1"
"5388","MaLKP_EGx4A12","throwing","331","337","none","MaLKP_EGx4A","344","1"
"5389","MaLKP_EGx4A13","throwing","339","341","none","MaLKP_EGx4A","344","1"
"5390","MaLKP_EGx4A14","throwing","343","349","none","MaLKP_EGx4A","344","1"
"5391","MaLKP_EGx4A15","throwing","385","390","none","MaLKP_EGx4A","344","1"
"5392","MaLKP_EGx4A16","throwing","391","393","none","MaLKP_EGx4A","344","1"
"5393","MaLKP_EGx4A17","throwing","402","409","none","MaLKP_EGx4A","344","1"
"5394","MaLKP_EGx4A18","throwing","411","417","none","MaLKP_EGx4A","344","1"
"5395","MaLKP_EGx4A19","throwing","439","447","none","MaLKP_EGx4A","344","1"
"5396","MaLKP_EGx4A20","throwing","453","460","none","MaLKP_EGx4A","344","1"
"5397","MaLKP_EGx4A21","throwing","472","474","none","MaLKP_EGx4A","344","1"
"5398","MaLKP_EGx4A22","throwing","497","504","none","MaLKP_EGx4A","344","1"
"5399","MaLKP_EGx4A23","throwing","505","511","none","MaLKP_EGx4A","344","1"
"5400","MaLKP_EGx4A24","throwing","512","516","none","MaLKP_EGx4A","344","1"
"5401","MaLKP_EGx4A25","throwing","532","540","none","MaLKP_EGx4A","344","1"
"4803","krx2N4UzftU6","throwing","56","59","none","krx2N4UzftU","1003","1"
"5402","MaLKP_EGx4A26","throwing","552","554","none","MaLKP_EGx4A","344","1"
"5403","MaLKP_EGx4A27","throwing","597","599","none","MaLKP_EGx4A","344","1"
"5404","MaLKP_EGx4A28","throwing","614","615","none","MaLKP_EGx4A","344","1"
"5405","-JHHNhqEZvA1","throwing","2","5","none","-JHHNhqEZvA","94","1"
"5406","-JHHNhqEZvA2","throwing","7","9","none","-JHHNhqEZvA","94","1"
"5407","-JHHNhqEZvA3","throwing","18","21","none","-JHHNhqEZvA","94","1"
"5408","-JHHNhqEZvA4","throwing","38","40","none","-JHHNhqEZvA","94","1"
"5409","-JHHNhqEZvA5","throwing","47","49","none","-JHHNhqEZvA","94","1"
"5410","-JHHNhqEZvA6","throwing","53","55","none","-JHHNhqEZvA","94","1"
"5411","-JHHNhqEZvA7","throwing","77","79","none","-JHHNhqEZvA","94","1"
"5412","-JHHNhqEZvA8","throwing","90","92","none","-JHHNhqEZvA","94","1"
"5413","-JHHNhqEZvA9","throwing","99","101","none","-JHHNhqEZvA","94","1"
"5414","zefbI_U0n9Y1","throwing","50","52","none","zefbI_U0n9Y","930","1"
"5415","zefbI_U0n9Y2","throwing","57","59","none","zefbI_U0n9Y","930","1"
"5416","zefbI_U0n9Y3","throwing","283","285","none","zefbI_U0n9Y","930","1"
"5417","zefbI_U0n9Y4","throwing","286","288","none","zefbI_U0n9Y","930","1"
"5418","zefbI_U0n9Y5","throwing","322","324","none","zefbI_U0n9Y","930","1"
"5419","zefbI_U0n9Y6","throwing","337","339","none","zefbI_U0n9Y","930","1"
"5420","zefbI_U0n9Y7","running","339","341","easy","zefbI_U0n9Y","930","1"
"5421","zefbI_U0n9Y8","throwing","560","562","none","zefbI_U0n9Y","930","1"
"5422","zefbI_U0n9Y9","throwing","563","571","none","zefbI_U0n9Y","930","1"
"5423","zefbI_U0n9Y10","throwing","574","576","none","zefbI_U0n9Y","930","1"
"5424","zefbI_U0n9Y11","throwing","613","615","none","zefbI_U0n9Y","930","1"
"5425","zefbI_U0n9Y12","throwing","645","647","none","zefbI_U0n9Y","930","1"
"5426","zefbI_U0n9Y13","throwing","821","823","none","zefbI_U0n9Y","930","1"
"5427","zefbI_U0n9Y14","throwing","827","830","none","zefbI_U0n9Y","930","1"
"5428","zefbI_U0n9Y15","throwing","879","881","none","zefbI_U0n9Y","930","1"
"5429","zefbI_U0n9Y16","throwing","1097","1099","none","zefbI_U0n9Y","930","1"
"5430","zefbI_U0n9Y17","throwing","1100","1102","none","zefbI_U0n9Y","930","1"
"5431","zefbI_U0n9Y18","striking","1110","1112","none","zefbI_U0n9Y","930","1"
"5432","zefbI_U0n9Y19","throwing","1289","1291","none","zefbI_U0n9Y","930","1"
"5433","oQq_b-F9cjk1","throwing","285","287","none","oQq_b-F9cjk","90","1"
"5472","FKtNxukVvpM12","throwing","801","805","none","FKtNxukVvpM","433","1"
"5473","FKtNxukVvpM13","throwing","805","809","none","FKtNxukVvpM","433","1"
"5474","FKtNxukVvpM14","throwing","815","817","none","FKtNxukVvpM","433","1"
"5475","FKtNxukVvpM15","throwing","822","824","none","FKtNxukVvpM","433","1"
"5484","FKtNxukVvpM24","person_on_ground","880","883","medium","FKtNxukVvpM","433","1"
"5485","FKtNxukVvpM25","throwing","897","899","none","FKtNxukVvpM","433","1"
"5486","FKtNxukVvpM26","throwing","901","904","none","FKtNxukVvpM","433","1"
"5487","FKtNxukVvpM27","throwing","906","909","none","FKtNxukVvpM","433","1"
"5488","FKtNxukVvpM28","throwing","921","924","none","FKtNxukVvpM","433","1"
"5489","FKtNxukVvpM29","throwing","931","933","none","FKtNxukVvpM","433","1"
"5490","FKtNxukVvpM30","throwing","944","945","none","FKtNxukVvpM","433","1"
"5491","FKtNxukVvpM31","throwing","974","976","none","FKtNxukVvpM","433","1"
"5492","FKtNxukVvpM32","throwing","978","982","none","FKtNxukVvpM","433","1"
"5493","FKtNxukVvpM33","throwing","983","987","none","FKtNxukVvpM","433","1"
"5494","FKtNxukVvpM34","throwing","990","992","none","FKtNxukVvpM","433","1"
"5495","dukcF_I8mdg1","throwing","0","2","none","dukcF_I8mdg","325","1"
"5496","dukcF_I8mdg3","throwing","37","40","none","dukcF_I8mdg","325","1"
"5497","dukcF_I8mdg4","throwing","45","48","none","dukcF_I8mdg","325","1"
"5498","dukcF_I8mdg5","throwing","79","82","none","dukcF_I8mdg","325","1"
"5499","dukcF_I8mdg6","throwing","87","89","none","dukcF_I8mdg","325","1"
"5500","dukcF_I8mdg7","throwing","112","115","none","dukcF_I8mdg","325","1"
"5501","dukcF_I8mdg8","throwing","119","121","none","dukcF_I8mdg","325","1"
"5502","dukcF_I8mdg9","throwing","132","133","none","dukcF_I8mdg","325","1"
"5503","dukcF_I8mdg10","throwing","169","171","none","dukcF_I8mdg","325","1"
"5504","dukcF_I8mdg11","throwing","180","183","none","dukcF_I8mdg","325","1"
"5505","dukcF_I8mdg12","throwing","0","2","none","dukcF_I8mdg","325","1"
"5506","ZRjSadyEp7w1","throwing","0","2","none","ZRjSadyEp7w","378","1"
"5507","ZRjSadyEp7w2","throwing","12","13","none","ZRjSadyEp7w","378","1"
"5508","ZRjSadyEp7w3","throwing","36","38","none","ZRjSadyEp7w","378","1"
"5509","ZRjSadyEp7w4","throwing","45","48","none","ZRjSadyEp7w","378","1"
"5510","ZRjSadyEp7w5","throwing","86","89","none","ZRjSadyEp7w","378","1"
"5511","ZRjSadyEp7w6","throwing","100","103","none","ZRjSadyEp7w","378","1"
"5512","ZRjSadyEp7w7","throwing","137","140","none","ZRjSadyEp7w","378","1"
"5513","ZRjSadyEp7w8","throwing","149","151","none","ZRjSadyEp7w","378","1"
"5514","ZRjSadyEp7w9","throwing","230","232","none","ZRjSadyEp7w","378","1"
"5515","ZRjSadyEp7w10","throwing","244","247","none","ZRjSadyEp7w","378","1"
"5516","5ZIvbTb-7Rs1","throwing","62","65","none","5ZIvbTb-7Rs","413","1"
"5517","5ZIvbTb-7Rs2","throwing","100","102","none","5ZIvbTb-7Rs","413","1"
"5518","5ZIvbTb-7Rs3","throwing","110","113","none","5ZIvbTb-7Rs","413","1"
"5519","5ZIvbTb-7Rs4","throwing","139","142","none","5ZIvbTb-7Rs","413","1"
"5520","5ZIvbTb-7Rs5","throwing","162","164","none","5ZIvbTb-7Rs","413","1"
"5521","5ZIvbTb-7Rs6","running","164","169","easy","5ZIvbTb-7Rs","413","1"
"10415","08GDQCiU8uU6","aiming","85","91","easy","08GDQCiU8uU","1054","2"
"5522","5ZIvbTb-7Rs7","throwing","181","183","none","5ZIvbTb-7Rs","413","1"
"5523","5ZIvbTb-7Rs8","throwing","188","190","none","5ZIvbTb-7Rs","413","1"
"5524","pcKsa0bozb41","throwing","1","3","none","pcKsa0bozb4","179","1"
"5525","pcKsa0bozb42","throwing","9","11","none","pcKsa0bozb4","179","1"
"4804","krx2N4UzftU7","throwing","60","69","none","krx2N4UzftU","1003","1"
"5526","pcKsa0bozb43","throwing","16","18","none","pcKsa0bozb4","179","1"
"5527","pcKsa0bozb44","running","14","25","easy","pcKsa0bozb4","179","1"
"5528","pcKsa0bozb45","throwing","31","33","none","pcKsa0bozb4","179","1"
"5529","pcKsa0bozb46","throwing","36","38","none","pcKsa0bozb4","179","1"
"5530","pcKsa0bozb47","throwing","48","51","none","pcKsa0bozb4","179","1"
"5531","pcKsa0bozb48","running","51","55","easy","pcKsa0bozb4","179","1"
"5532","pcKsa0bozb49","throwing","57","60","none","pcKsa0bozb4","179","1"
"5533","pcKsa0bozb410","throwing","71","75","none","pcKsa0bozb4","179","1"
"5534","pcKsa0bozb411","throwing","100","102","none","pcKsa0bozb4","179","1"
"5535","pcKsa0bozb412","throwing","108","111","none","pcKsa0bozb4","179","1"
"5536","pcKsa0bozb413","throwing","117","119","none","pcKsa0bozb4","179","1"
"5537","pcKsa0bozb414","throwing","125","128","none","pcKsa0bozb4","179","1"
"5538","pcKsa0bozb415","person_on_ground","134","146","medium","pcKsa0bozb4","179","1"
"5539","pcKsa0bozb416","throwing","151","154","none","pcKsa0bozb4","179","1"
"5540","pcKsa0bozb417","person_on_ground","154","172","medium","pcKsa0bozb4","179","1"
"5541","pcKsa0bozb418","throwing","160","163","none","pcKsa0bozb4","179","1"
"5542","pcKsa0bozb419","throwing","174","177","none","pcKsa0bozb4","179","1"
"5543","pcKsa0bozb420","throwing","192","194","none","pcKsa0bozb4","179","1"
"5544","pcKsa0bozb421","person_on_ground","205","210","medium","pcKsa0bozb4","179","1"
"5545","pcKsa0bozb422","throwing","209","212","none","pcKsa0bozb4","179","1"
"5546","pcKsa0bozb423","person_on_ground","212","219","medium","pcKsa0bozb4","179","1"
"5547","pcKsa0bozb424","throwing","218","221","none","pcKsa0bozb4","179","1"
"10541","tIK17paHe4U1","restraining","17","21","hard","tIK17paHe4U","1070","2"
"5548","pcKsa0bozb425","throwing","226","229","none","pcKsa0bozb4","179","1"
"5549","pcKsa0bozb426","running","229","233","easy","pcKsa0bozb4","179","1"
"5550","pcKsa0bozb427","throwing","236","238","none","pcKsa0bozb4","179","1"
"5551","pcKsa0bozb428","person_on_ground","238","252","medium","pcKsa0bozb4","179","1"
"5552","pcKsa0bozb429","throwing","243","245","none","pcKsa0bozb4","179","1"
"5553","8-xSSgavjwU1","throwing","2","5","none","8-xSSgavjwU","477","1"
"5554","8-xSSgavjwU2","throwing","15","17","none","8-xSSgavjwU","477","1"
"5555","8-xSSgavjwU3","person_on_ground","10","23","bad","8-xSSgavjwU","477","1"
"5556","8-xSSgavjwU4","throwing","45","48","none","8-xSSgavjwU","477","1"
"5557","8-xSSgavjwU5","person_on_ground","50","55","medium","8-xSSgavjwU","477","1"
"5558","8-xSSgavjwU6","throwing","55","57","none","8-xSSgavjwU","477","1"
"5559","8-xSSgavjwU7","person_on_ground","57","63","medium","8-xSSgavjwU","477","1"
"5560","8-xSSgavjwU8","throwing","66","68","none","8-xSSgavjwU","477","1"
"5561","8-xSSgavjwU9","throwing","80","82","none","8-xSSgavjwU","477","1"
"5562","8-xSSgavjwU10","throwing","97","99","none","8-xSSgavjwU","477","1"
"5563","8-xSSgavjwU11","throwing","105","107","none","8-xSSgavjwU","477","1"
"5564","8-xSSgavjwU12","running","112","114","bad","8-xSSgavjwU","477","1"
"5565","8-xSSgavjwU13","throwing","119","121","none","8-xSSgavjwU","477","1"
"5566","8-xSSgavjwU14","throwing","128","131","none","8-xSSgavjwU","477","1"
"5567","8-xSSgavjwU15","throwing","143","145","none","8-xSSgavjwU","477","1"
"5568","8-xSSgavjwU16","throwing","147","149","none","8-xSSgavjwU","477","1"
"5569","8-xSSgavjwU17","throwing","155","157","none","8-xSSgavjwU","477","1"
"5570","8-xSSgavjwU18","throwing","160","162","none","8-xSSgavjwU","477","1"
"5571","8-xSSgavjwU19","throwing","181","183","none","8-xSSgavjwU","477","1"
"5572","8-xSSgavjwU20","throwing","189","191","none","8-xSSgavjwU","477","1"
"5573","n_MknirvqjY1","throwing","2","4","none","n_MknirvqjY","512","1"
"5574","n_MknirvqjY2","throwing","10","12","none","n_MknirvqjY","512","1"
"5575","n_MknirvqjY3","running","12","17","bad","n_MknirvqjY","512","1"
"5576","n_MknirvqjY4","throwing","25","27","none","n_MknirvqjY","512","1"
"5577","n_MknirvqjY5","throwing","32","34","none","n_MknirvqjY","512","1"
"5578","n_MknirvqjY6","running","38","42","bad","n_MknirvqjY","512","1"
"5579","n_MknirvqjY7","throwing","44","47","none","n_MknirvqjY","512","1"
"5580","n_MknirvqjY8","throwing","59","62","none","n_MknirvqjY","512","1"
"5581","n_MknirvqjY9","running","62","67","bad","n_MknirvqjY","512","1"
"5582","n_MknirvqjY10","throwing","68","70","none","n_MknirvqjY","512","1"
"5583","n_MknirvqjY11","throwing","79","81","none","n_MknirvqjY","512","1"
"5584","n_MknirvqjY12","person_on_ground","81","93","bad","n_MknirvqjY","512","1"
"5585","n_MknirvqjY13","throwing","93","95","none","n_MknirvqjY","512","1"
"5586","n_MknirvqjY14","person_on_ground","96","116","bad","n_MknirvqjY","512","1"
"5587","n_MknirvqjY15","throwing","127","129","none","n_MknirvqjY","512","1"
"5588","n_MknirvqjY16","throwing","133","135","none","n_MknirvqjY","512","1"
"5589","n_MknirvqjY17","throwing","140","143","none","n_MknirvqjY","512","1"
"5590","n_MknirvqjY18","throwing","159","161","none","n_MknirvqjY","512","1"
"5591","n_MknirvqjY19","person_on_ground","161","169","bad","n_MknirvqjY","512","1"
"5592","n_MknirvqjY20","throwing","169","172","none","n_MknirvqjY","512","1"
"5593","n_MknirvqjY21","person_on_ground","172","188","bad","n_MknirvqjY","512","1"
"5594","n_MknirvqjY22","throwing","188","192","none","n_MknirvqjY","512","1"
"5595","n_MknirvqjY23","running","190","193","bad","n_MknirvqjY","512","1"
"5596","n_MknirvqjY24","throwing","199","201","none","n_MknirvqjY","512","1"
"5597","n_MknirvqjY25","throwing","205","208","none","n_MknirvqjY","512","1"
"5598","n_MknirvqjY26","throwing","216","218","none","n_MknirvqjY","512","1"
"10416","08GDQCiU8uU7","restraining","151","167","easy","08GDQCiU8uU","1054","2"
"5599","n_MknirvqjY27","person_on_ground","218","228","bad","n_MknirvqjY","512","1"
"5600","n_MknirvqjY28","throwing","228","230","none","n_MknirvqjY","512","1"
"5601","n_MknirvqjY29","person_on_ground","230","251","bad","n_MknirvqjY","512","1"
"4805","krx2N4UzftU8","aiming","76","84","none","krx2N4UzftU","1003","1"
"5602","n_MknirvqjY30","throwing","284","285","none","n_MknirvqjY","512","1"
"5603","G7RBsA1tn6c1","throwing","1642","1647","none","G7RBsA1tn6c","318","1"
"5604","G7RBsA1tn6c2","throwing","1649","1667","none","G7RBsA1tn6c","318","1"
"5605","G7RBsA1tn6c3","throwing","1667","1669","none","G7RBsA1tn6c","318","1"
"5606","G7RBsA1tn6c4","throwing","1670","1674","none","G7RBsA1tn6c","318","1"
"5607","G7RBsA1tn6c5","throwing","1675","1681","none","G7RBsA1tn6c","318","1"
"5608","G7RBsA1tn6c6","throwing","1682","1692","none","G7RBsA1tn6c","318","1"
"5609","G7RBsA1tn6c7","throwing","1701","1704","none","G7RBsA1tn6c","318","1"
"5610","G7RBsA1tn6c8","throwing","1704","1706","none","G7RBsA1tn6c","318","1"
"5611","G7RBsA1tn6c9","throwing","1901","1903","none","G7RBsA1tn6c","318","1"
"5612","MHKHzB2_B-I1","throwing","78","86","none","MHKHzB2_B-I","608","1"
"5614","MHKHzB2_B-I3","running","146","156","easy","MHKHzB2_B-I","608","1"
"5615","MHKHzB2_B-I4","running","158","167","easy","MHKHzB2_B-I","608","1"
"5616","MHKHzB2_B-I5","running","168","180","easy","MHKHzB2_B-I","608","1"
"5617","MHKHzB2_B-I6","running","192","201","medium","MHKHzB2_B-I","608","1"
"5618","MHKHzB2_B-I8","throwing","191","193","none","MHKHzB2_B-I","608","1"
"5619","MHKHzB2_B-I9","throwing","197","200","none","MHKHzB2_B-I","608","1"
"5620","MHKHzB2_B-I10","running","201","204","bad","MHKHzB2_B-I","608","1"
"5621","MHKHzB2_B-I11","throwing","204","209","none","MHKHzB2_B-I","608","1"
"5622","MHKHzB2_B-I12","throwing","210","213","none","MHKHzB2_B-I","608","1"
"5623","MHKHzB2_B-I13","throwing","215","218","none","MHKHzB2_B-I","608","1"
"5624","MHKHzB2_B-I14","throwing","261","264","none","MHKHzB2_B-I","608","1"
"5625","96lU9NXFuEk1","throwing","111","114","none","96lU9NXFuEk","29","1"
"5626","96lU9NXFuEk2","throwing","122","126","none","96lU9NXFuEk","29","1"
"5627","96lU9NXFuEk3","throwing","142","144","none","96lU9NXFuEk","29","1"
"5629","96lU9NXFuEk5","throwing","224","228","none","96lU9NXFuEk","29","1"
"5630","96lU9NXFuEk6","throwing","231","234","none","96lU9NXFuEk","29","1"
"5631","96lU9NXFuEk7","throwing","248","250","none","96lU9NXFuEk","29","1"
"5632","96lU9NXFuEk8","throwing","274","276","none","96lU9NXFuEk","29","1"
"5633","96lU9NXFuEk9","throwing","294","296","none","96lU9NXFuEk","29","1"
"5634","96lU9NXFuEk10","throwing","342","344","none","96lU9NXFuEk","29","1"
"5635","96lU9NXFuEk11","throwing","351","354","none","96lU9NXFuEk","29","1"
"5636","96lU9NXFuEk12","throwing","356","359","none","96lU9NXFuEk","29","1"
"5637","p_YR3SXCcys1","running","1","3","bad","p_YR3SXCcys","63","1"
"5638","p_YR3SXCcys2","running","40","42","hard","p_YR3SXCcys","63","1"
"5639","p_YR3SXCcys3","aiming","61","63","none","p_YR3SXCcys","63","1"
"5640","p_YR3SXCcys4","running","117","120","bad","p_YR3SXCcys","63","1"
"5641","p_YR3SXCcys5","throwing","121","123","none","p_YR3SXCcys","63","1"
"5642","p_YR3SXCcys6","throwing","129","131","none","p_YR3SXCcys","63","1"
"5643","p_YR3SXCcys7","throwing","131","133","none","p_YR3SXCcys","63","1"
"5644","p_YR3SXCcys8","throwing","143","145","none","p_YR3SXCcys","63","1"
"5645","p_YR3SXCcys9","throwing","148","152","none","p_YR3SXCcys","63","1"
"5646","p_YR3SXCcys10","throwing","152","154","none","p_YR3SXCcys","63","1"
"5647","p_YR3SXCcys11","crowd","156","171","none","p_YR3SXCcys","63","1"
"5648","ElSiCKhvKH81","throwing","22","24","none","ElSiCKhvKH8","522","1"
"5649","ElSiCKhvKH82","running","25","27","medium","ElSiCKhvKH8","522","1"
"5650","ElSiCKhvKH83","throwing","29","31","none","ElSiCKhvKH8","522","1"
"5651","ElSiCKhvKH84","running","91","92","bad","ElSiCKhvKH8","522","1"
"5652","ElSiCKhvKH85","throwing","93","96","none","ElSiCKhvKH8","522","1"
"5653","ElSiCKhvKH86","running","93","96","bad","ElSiCKhvKH8","522","1"
"5654","ElSiCKhvKH87","throwing","112","114","none","ElSiCKhvKH8","522","1"
"5655","ElSiCKhvKH88","throwing","102","104","none","ElSiCKhvKH8","522","1"
"5656","T-TXinLHIFk1","throwing","88","90","none","T-TXinLHIFk","715","1"
"5657","T-TXinLHIFk2","throwing","93","95","none","T-TXinLHIFk","715","1"
"5658","T-TXinLHIFk3","throwing","99","101","none","T-TXinLHIFk","715","1"
"5659","T-TXinLHIFk4","throwing","119","120","none","T-TXinLHIFk","715","1"
"5660","T-TXinLHIFk5","running","124","127","easy","T-TXinLHIFk","715","1"
"5661","T-TXinLHIFk6","throwing","130","133","none","T-TXinLHIFk","715","1"
"5662","T-TXinLHIFk7","throwing","156","158","none","T-TXinLHIFk","715","1"
"5663","yOhpEKWNN1U1","throwing","13","15","none","yOhpEKWNN1U","950","1"
