label,youtube_id,time_start,time_end,split,clarity_level,bad_egg
restraining,tNiMHQZ3PI45,62,65,train,,True
restraining,tNiMHQZ3PI46,82,85,train,,True
striking,69aE7uGVbuI1,7,9,train,,False
spray,69aE7uGVbuI2,9,11,train,,True
running,69aE7uGVbuI3,14,17,train,,True
striking,69aE7uGVbuI4,22,25,train,,False
person_on_ground,69aE7uGVbuI5,23,26,train,,True
spray,69aE7uGVbuI6,24,25,train,,True
person_pointing,69aE7uGVbuI7,27,30,train,,False
advancing,69aE7uGVbuI8,46,52,train,,False
aiming,69aE7uGVbuI9,46,52,train,,False
running,69aE7uGVbuI10,58,60,train,,True
striking,69aE7uGVbuI11,58,60,train,,False
striking,69aE7uGVbuI12,62,65,train,,False
spray,69aE7uGVbuI13,67,69,train,,True
striking,69aE7uGVbuI14,67,69,train,,False
aiming,69aE7uGVbuI15,86,90,train,,False
person_pointing,69aE7uGVbuI16,109,110,train,,False
person_pointing,69aE7uGVbuI17,129,132,train,,False
restraining,3J3-TSbV6MQ1,11,16,train,hard,False
restraining,3J3-TSbV6MQ2,17,22,train,hard,False
restraining,3J3-TSbV6MQ3,23,28,train,hard,False
person_on_ground,3J3-TSbV6MQ4,47,53,train,medium,False
restraining,3J3-TSbV6MQ5,50,53,train,hard,False
restraining,3J3-TSbV6MQ6,55,59,train,hard,False
person_on_ground,3J3-TSbV6MQ7,96,100,train,medium,False
person_pointing,3J3-TSbV6MQ8,101,103,train,,False
aiming,p_2MZbWxhg41,87,92,train,,False
aiming,AI0tFbhaP0Q1,49,52,train,,False
aiming,AI0tFbhaP0Q2,92,96,train,,False
brawling,VQROk8AaDjU1,15,45,train,,False
person_on_ground,VQROk8AaDjU2,32,42,train,,True
striking,VQROk8AaDjU3,35,37,train,,False
running,VQROk8AaDjU4,89,92,train,hard,True
restraining,VQROk8AaDjU5,108,132,train,medium,False
person_pointing,VQROk8AaDjU6,131,134,train,,False
person_pointing,VQROk8AaDjU7,142,146,train,,False
person_pointing,VQROk8AaDjU9,221,226,train,,False
person_pointing,VQROk8AaDjU10,208,211,train,,False
running,VQROk8AaDjU11,229,233,train,medium,False
striking,VQROk8AaDjU12,245,247,train,,False
restraining,VQROk8AaDjU13,248,264,train,medium,False
restraining,JMruX9uKzZ81,66,81,train,medium,False
restraining,LuvdhrjQMv01,39,69,train,hard,False
restraining,LuvdhrjQMv02,140,152,train,hard,False
restraining,LuvdhrjQMv03,154,158,train,,True
restraining,LuvdhrjQMv04,163,180,train,medium,False
restraining,LuvdhrjQMv05,199,224,train,medium,False
person_on_ground,LuvdhrjQMv06,200,224,train,easy,False
striking,LuvdhrjQMv07,216,220,train,,False
restraining,LuvdhrjQMv08,226,255,train,medium,False
person_pointing,LuvdhrjQMv09,235,238,train,,False
restraining,LuvdhrjQMv010,258,308,train,easy,False
person_on_ground,LuvdhrjQMv011,270,290,train,easy,False
striking,LuvdhrjQMv012,310,315,train,,False
striking,LuvdhrjQMv013,319,323,train,,False
striking,LuvdhrjQMv014,326,328,train,,False
person_pointing,LuvdhrjQMv015,331,334,train,,False
person_on_ground,LuvdhrjQMv016,338,342,train,medium,False
restraining,LuvdhrjQMv017,346,356,train,medium,False
person_on_ground,LuvdhrjQMv018,354,356,train,,True
person_pointing,LuvdhrjQMv019,356,359,train,,False
person_pointing,LuvdhrjQMv020,360,363,train,,False
person_on_ground,LuvdhrjQMv021,363,377,train,medium,False
restraining,LuvdhrjQMv022,363,380,train,easy,False
restraining,LuvdhrjQMv023,393,398,train,hard,False
striking,jEbjwrh_Q7I1,11,14,train,,False
striking,jEbjwrh_Q7I2,21,23,train,,False
striking,jEbjwrh_Q7I3,57,59,train,,False
striking,jEbjwrh_Q7I5,66,70,train,,False
striking,jEbjwrh_Q7I6,77,80,train,,False
striking,jEbjwrh_Q7I7,89,91,train,,False
striking,jEbjwrh_Q7I8,107,110,train,,False
person_pointing,jEbjwrh_Q7I9,115,117,train,,False
person_on_ground,jEbjwrh_Q7I10,130,133,train,,True
restraining,jEbjwrh_Q7I11,127,133,train,,True
restraining,ybhrv3ZryBM1,0,6,train,medium,False
person_pointing,ybhrv3ZryBM2,7,12,train,,False
running,ybhrv3ZryBM3,60,63,train,hard,False
striking,ybhrv3ZryBM4,73,74,train,,False
person_pointing,ybhrv3ZryBM5,114,116,train,,False
person_pointing,ybhrv3ZryBM6,116,118,train,,False
restraining,ybhrv3ZryBM7,117,122,train,,True
person_pointing,ybhrv3ZryBM8,124,128,train,,False
person_pointing,ybhrv3ZryBM9,131,134,train,,False
restraining,ybhrv3ZryBM10,131,141,train,medium,False
striking,ybhrv3ZryBM11,133,134,train,,False
person_pointing,ybhrv3ZryBM12,134,138,train,,False
throwing,XqRYF283zMs1,0,1,train,,False
running,XqRYF283zMs2,5,7,train,,True
restraining,XqRYF283zMs3,8,10,train,,True
person_pointing,XqRYF283zMs4,50,52,train,,False
advancing,XqRYF283zMs5,53,57,train,,False
crowd,XqRYF283zMs6,53,57,train,,False
person_on_ground,XqRYF283zMs7,67,74,train,medium,False
throwing,XqRYF283zMs8,76,78,train,,False
advancing,XqRYF283zMs9,82,87,train,,False
running,XqRYF283zMs10,108,112,train,hard,False
crowd,XqRYF283zMs11,105,112,train,,False
crowd,XqRYF283zMs12,96,98,train,,False
striking,XqRYF283zMs13,114,116,train,,False
person_pointing,2IWeIq52meQ1,2,4,train,,False
person_pointing,2IWeIq52meQ2,6,9,train,,False
striking,2IWeIq52meQ3,27,29,train,,False
person_on_ground,2IWeIq52meQ4,35,50,train,medium,False
restraining,2IWeIq52meQ5,140,163,train,medium,False
brawling,6cEiTxS9HlU1,18,32,train,,False
striking,6cEiTxS9HlU2,37,40,train,,False
person_on_ground,6cEiTxS9HlU3,39,44,train,hard,False
brawling,6cEiTxS9HlU4,45,59,train,,False
striking,6cEiTxS9HlU5,46,56,train,,False
brawling,h8hMBNId97Y1,0,10,train,,False
person_on_ground,h8hMBNId97Y2,5,7,train,,True
person_on_ground,h8hMBNId97Y3,10,14,train,medium,False
person_on_ground,h8hMBNId97Y4,16,23,train,medium,False
brawling,h8hMBNId97Y5,27,35,train,,False
person_on_ground,h8hMBNId97Y6,28,44,train,medium,False
striking,h8hMBNId97Y7,37,39,train,,False
throwing,h8hMBNId97Y8,67,70,train,,False
crowd,Lx9LzYosIco1,6,7,train,,False
running,Lx9LzYosIco2,6,8,train,easy,False
advancing,Lx9LzYosIco3,6,7,train,,False
crowd,Lx9LzYosIco4,8,17,train,,False
person_on_ground,Lx9LzYosIco5,26,30,train,medium,False
restraining,Lx9LzYosIco6,30,33,train,medium,False
running,Lx9LzYosIco7,34,38,train,medium,False
restraining,Lx9LzYosIco8,41,48,train,easy,False
crowd,Lx9LzYosIco9,53,57,train,,False
throwing,Lx9LzYosIco10,52,56,train,,False
throwing,Lx9LzYosIco11,58,60,train,,False
running,Lx9LzYosIco12,63,68,train,easy,False
advancing,Lx9LzYosIco13,62,67,train,,False
restraining,Lx9LzYosIco14,68,79,train,medium,False
brawling,Lx9LzYosIco15,73,81,train,,False
striking,Lx9LzYosIco16,73,75,train,,False
person_on_ground,Lx9LzYosIco17,77,78,train,,True
running,Lx9LzYosIco18,87,95,train,easy,False
advancing,Lx9LzYosIco19,87,95,train,,False
throwing,Lx9LzYosIco20,96,98,train,,False
running,Lx9LzYosIco21,99,103,train,medium,False
crowd,Lx9LzYosIco22,98,102,train,,False
running,Lx9LzYosIco23,104,110,train,easy,False
advancing,Lx9LzYosIco24,103,109,train,,False
running,Lx9LzYosIco25,111,116,train,easy,False
advancing,Lx9LzYosIco26,111,115,train,,False
restraining,Lx9LzYosIco27,125,131,train,easy,False
restraining,Lx9LzYosIco28,133,138,train,medium,False
running,Lx9LzYosIco29,145,153,train,easy,False
advancing,Lx9LzYosIco30,144,152,train,,False
advancing,Lx9LzYosIco31,160,164,train,,False
crowd,Lx9LzYosIco32,165,170,train,,False
crowd,Lx9LzYosIco33,171,175,train,,False
crowd,Lx9LzYosIco34,176,178,train,,False
person_pointing,19QCaRYQOXU1,8,13,train,,False
person_pointing,19QCaRYQOXU2,30,34,train,,False
striking,19QCaRYQOXU3,58,60,train,,False
brawling,19QCaRYQOXU4,60,64,train,,False
person_on_ground,19QCaRYQOXU5,62,67,train,,True
person_pointing,19QCaRYQOXU6,63,66,train,,False
brawling,19QCaRYQOXU7,67,77,train,,False
running,19QCaRYQOXU8,157,161,train,medium,False
running,19QCaRYQOXU9,170,181,train,medium,False
restraining,19QCaRYQOXU10,182,184,train,,True
restraining,19QCaRYQOXU11,185,192,train,medium,False
person_on_ground,19QCaRYQOXU12,193,203,train,,True
running,19QCaRYQOXU13,207,211,train,medium,False
running,19QCaRYQOXU14,219,224,train,medium,False
restraining,19QCaRYQOXU15,231,237,train,medium,False
person_pointing,19QCaRYQOXU16,258,260,train,,False
restraining,19QCaRYQOXU17,288,298,train,medium,False
blood,19QCaRYQOXU18,290,297,train,,False
person_pointing,19QCaRYQOXU19,328,330,train,,False
restraining,19QCaRYQOXU20,356,361,train,,True
person_pointing,19QCaRYQOXU21,366,368,train,,False
restraining,19QCaRYQOXU22,379,393,train,easy,False
restraining,19QCaRYQOXU23,400,409,train,,True
person_on_ground,19QCaRYQOXU24,410,422,train,medium,False
person_pointing,19QCaRYQOXU25,426,428,train,,False
restraining,19QCaRYQOXU26,495,505,train,easy,False
person_pointing,19QCaRYQOXU27,504,505,train,,False
blood,19QCaRYQOXU28,515,520,train,,False
blood,19QCaRYQOXU29,568,571,train,,False
person_pointing,19QCaRYQOXU30,582,585,train,,False
person_pointing,19QCaRYQOXU31,589,591,train,,False
person_on_ground,gxQYulrBnFY1,39,40,train,,True
striking,gxQYulrBnFY2,47,49,train,,False
restraining,gxQYulrBnFY3,53,59,train,medium,False
person_on_ground,gxQYulrBnFY4,56,59,train,,True
person_pointing,gxQYulrBnFY5,59,62,train,,False
person_pointing,gxQYulrBnFY6,62,65,train,,False
person_on_ground,DW5Lanit0X81,14,16,train,,True
person_pointing,DW5Lanit0X82,16,20,train,,False
striking,DW5Lanit0X83,18,20,train,,False
person_on_ground,DW5Lanit0X84,19,20,train,,True
brawling,DW5Lanit0X85,73,76,train,,False
striking,DW5Lanit0X86,73,76,train,,False
person_pointing,DW5Lanit0X87,80,83,train,,False
person_on_ground,DW5Lanit0X88,87,89,train,,True
person_pointing,DW5Lanit0X89,89,93,train,,False
striking,DW5Lanit0X810,91,93,train,,False
person_on_ground,DW5Lanit0X811,92,95,train,,True
person_on_ground,DW5Lanit0X812,101,106,train,easy,False
person_pointing,DW5Lanit0X813,104,105,train,,False
person_on_ground,DW5Lanit0X814,106,108,train,,True
person_pointing,DW5Lanit0X815,114,116,train,,False
advancing,DW5Lanit0X816,137,140,train,,False
person_on_ground,DW5Lanit0X817,149,151,train,,True
person_pointing,DW5Lanit0X818,151,155,train,,False
striking,DW5Lanit0X819,153,155,train,,False
person_on_ground,DW5Lanit0X820,155,161,train,,True
person_on_ground,DW5Lanit0X821,168,170,train,,True
person_pointing,DW5Lanit0X822,168,170,train,,False
brawling,DW5Lanit0X823,181,186,train,,False
striking,DW5Lanit0X824,181,184,train,,False
person_on_ground,DW5Lanit0X825,189,191,train,,True
person_pointing,DW5Lanit0X826,191,194,train,,False
brawling,-KU-E3OrTes1,23,43,train,,False
striking,-KU-E3OrTes2,26,41,train,,False
person_on_ground,-KU-E3OrTes3,34,44,train,easy,False
person_pointing,-KU-E3OrTes4,52,57,train,,False
person_pointing,XeY_2GnQ8iQ1,14,19,train,,False
person_pointing,XeY_2GnQ8iQ2,20,23,train,,False
running,XeY_2GnQ8iQ3,23,39,train,medium,False
person_on_ground,XeY_2GnQ8iQ4,52,59,train,easy,False
person_pointing,XeY_2GnQ8iQ5,62,63,train,,False
restraining,XeY_2GnQ8iQ6,64,76,train,medium,False
person_on_ground,XeY_2GnQ8iQ7,64,76,train,easy,False
restraining,XeY_2GnQ8iQ8,78,84,train,,True
person_on_ground,XeY_2GnQ8iQ9,78,84,train,,True
person_pointing,XeY_2GnQ8iQ10,85,95,train,,False
person_pointing,XeY_2GnQ8iQ11,102,110,train,,False
person_pointing,XeY_2GnQ8iQ12,114,116,train,,False
person_pointing,XeY_2GnQ8iQ13,120,123,train,,False
person_pointing,XeY_2GnQ8iQ14,124,128,train,,False
restraining,XeY_2GnQ8iQ15,129,132,train,,True
person_pointing,XeY_2GnQ8iQ16,141,144,train,,False
person_on_ground,XeY_2GnQ8iQ17,153,154,train,,True
blood,XeY_2GnQ8iQ18,155,157,train,,False
person_on_ground,XeY_2GnQ8iQ19,158,162,train,easy,False
person_pointing,XeY_2GnQ8iQ20,164,167,train,,False
person_on_ground,XeY_2GnQ8iQ21,171,180,train,easy,False
person_pointing,XeY_2GnQ8iQ22,184,187,train,,False
person_pointing,XeY_2GnQ8iQ23,192,202,train,,False
person_on_ground,XeY_2GnQ8iQ24,204,206,train,easy,False
person_on_ground,XeY_2GnQ8iQ25,215,222,train,easy,False
restraining,XeY_2GnQ8iQ26,228,236,train,,True
person_pointing,t0YaEs_bQD01,0,3,train,,False
person_pointing,t0YaEs_bQD02,49,56,train,,False
person_pointing,t0YaEs_bQD03,95,97,train,,False
person_pointing,t0YaEs_bQD04,120,122,train,,False
restraining,t0YaEs_bQD05,124,128,train,medium,False
restraining,t0YaEs_bQD06,128,135,train,hard,False
striking,t0YaEs_bQD07,130,132,train,,False
person_on_ground,t0YaEs_bQD08,148,168,train,easy,False
aiming,t0YaEs_bQD09,142,172,train,,False
person_pointing,t0YaEs_bQD010,158,162,train,,False
person_pointing,t0YaEs_bQD011,165,168,train,,False
person_on_ground,t0YaEs_bQD012,204,214,train,,True
restraining,t0YaEs_bQD013,221,251,train,medium,False
person_on_ground,t0YaEs_bQD014,235,245,train,hard,False
restraining,t0YaEs_bQD015,304,312,train,easy,False
restraining,t0YaEs_bQD016,313,318,train,medium,False
striking,kj0ZdxbMR-w1,11,20,train,,False
restraining,kj0ZdxbMR-w2,10,20,train,medium,False
person_on_ground,kj0ZdxbMR-w3,23,26,train,easy,False
restraining,kj0ZdxbMR-w4,30,49,train,medium,False
person_on_ground,kj0ZdxbMR-w5,37,45,train,,True
person_pointing,kj0ZdxbMR-w6,53,58,train,,False
restraining,kj0ZdxbMR-w7,54,59,train,medium,False
person_on_ground,kj0ZdxbMR-w8,54,58,train,,True
restraining,kj0ZdxbMR-w9,60,65,train,medium,False
restraining,kj0ZdxbMR-w10,75,92,train,hard,False
person_pointing,kj0ZdxbMR-w11,88,91,train,,False
person_pointing,kj0ZdxbMR-w12,93,95,train,,False
restraining,kj0ZdxbMR-w13,105,112,train,medium,False
person_pointing,kj0ZdxbMR-w14,115,117,train,,False
restraining,kj0ZdxbMR-w15,117,122,train,medium,False
person_on_ground,kj0ZdxbMR-w16,117,122,train,hard,False
restraining,kj0ZdxbMR-w17,128,133,train,medium,False
person_on_ground,kj0ZdxbMR-w18,128,133,train,hard,False
restraining,kj0ZdxbMR-w19,139,148,train,hard,False
person_on_ground,kj0ZdxbMR-w20,139,149,train,,True
person_on_ground,kj0ZdxbMR-w21,163,169,train,hard,False
restraining,kj0ZdxbMR-w22,161,170,train,hard,False
person_on_ground,kj0ZdxbMR-w23,183,193,train,medium,False
restraining,kj0ZdxbMR-w24,183,193,train,hard,False
restraining,kj0ZdxbMR-w25,204,216,train,medium,False
person_on_ground,kj0ZdxbMR-w26,204,215,train,easy,False
person_pointing,kj0ZdxbMR-w27,214,218,train,,False
restraining,cw0VeFsxa2M1,44,50,train,,True
restraining,zmJ8vdqLNlc1,0,8,train,easy,False
running,zmJ8vdqLNlc2,3,4,train,,True
restraining,zmJ8vdqLNlc3,116,118,train,,True
striking,FeDfuENpDPg1,1,6,train,,False
striking,FeDfuENpDPg2,39,45,train,,False
restraining,FeDfuENpDPg3,73,77,train,hard,False
restraining,FeDfuENpDPg4,115,119,train,,True
restraining,jKRKbwsnlrw1,0,14,train,medium,False
person_on_ground,jKRKbwsnlrw2,3,14,train,,True
person_pointing,jKRKbwsnlrw3,12,13,train,,False
running,jKRKbwsnlrw4,35,37,train,,True
restraining,jKRKbwsnlrw5,44,50,train,medium,False
person_on_ground,jKRKbwsnlrw6,44,50,train,hard,False
restraining,jKRKbwsnlrw7,56,65,train,medium,False
person_on_ground,jKRKbwsnlrw8,56,64,train,medium,False
restraining,jKRKbwsnlrw9,69,78,train,easy,False
person_on_ground,jKRKbwsnlrw10,69,79,train,easy,False
restraining,jKRKbwsnlrw11,86,92,train,medium,False
restraining,jKRKbwsnlrw12,107,112,train,,True
brawling,kbNUQIA-1o01,52,55,train,,False
brawling,kbNUQIA-1o02,56,61,train,,False
person_on_ground,kbNUQIA-1o03,58,63,train,hard,False
restraining,kbNUQIA-1o04,58,65,train,medium,False
person_on_ground,kbNUQIA-1o05,75,79,train,,True
brawling,kbNUQIA-1o06,75,79,train,,False
person_pointing,kbNUQIA-1o07,107,114,train,,False
person_pointing,kbNUQIA-1o08,125,128,train,,False
person_on_ground,9WOfC4YKNhc1,0,4,train,easy,False
person_on_ground,9WOfC4YKNhc2,5,8,train,medium,False
restraining,9WOfC4YKNhc3,5,8,train,medium,False
striking,9WOfC4YKNhc4,8,12,train,,False
restraining,9WOfC4YKNhc5,13,19,train,medium,False
restraining,9WOfC4YKNhc6,20,24,train,medium,False
person_on_ground,9WOfC4YKNhc7,26,28,train,hard,False
blood,9WOfC4YKNhc8,29,32,train,,False
restraining,9WOfC4YKNhc9,37,41,train,medium,False
restraining,9WOfC4YKNhc10,42,44,train,medium,False
crowd,9WOfC4YKNhc11,45,47,train,,False
advancing,9WOfC4YKNhc12,48,50,train,,False
crowd,9WOfC4YKNhc13,48,50,train,,False
person_on_ground,79PrfqkUhqs1,5,13,train,easy,False
blood,79PrfqkUhqs2,15,21,train,,False
blood,79PrfqkUhqs3,25,29,train,,False
crowd,79PrfqkUhqs4,44,47,train,,False
running,u3SMGNTjkjA1,11,16,train,medium,False
striking,u3SMGNTjkjA2,16,18,train,,False
crowd,u3SMGNTjkjA3,16,26,train,,False
throwing,u3SMGNTjkjA4,23,25,train,,False
striking,u3SMGNTjkjA5,25,27,train,,False
striking,u3SMGNTjkjA6,37,39,train,,False
throwing,u3SMGNTjkjA7,48,50,train,,False
crowd,u3SMGNTjkjA8,51,58,train,,False
crowd,u3SMGNTjkjA9,59,61,train,,False
crowd,u3SMGNTjkjA10,62,72,train,,False
throwing,u3SMGNTjkjA11,71,73,train,,False
blood,u3SMGNTjkjA12,74,77,train,,False
blood,u3SMGNTjkjA13,78,82,train,,False
blood,u3SMGNTjkjA14,83,86,train,,False
crowd,u3SMGNTjkjA15,92,93,train,,False
crowd,u3SMGNTjkjA16,94,102,train,,False
restraining,u3SMGNTjkjA17,104,123,train,easy,False
person_on_ground,u3SMGNTjkjA18,105,117,train,easy,False
person_pointing,u3SMGNTjkjA19,123,124,train,,False
person_on_ground,u3SMGNTjkjA20,126,128,train,easy,False
restraining,u3SMGNTjkjA21,125,128,train,easy,False
running,u3SMGNTjkjA22,129,131,train,easy,False
throwing,u3SMGNTjkjA23,129,130,train,,False
running,u3SMGNTjkjA24,132,141,train,medium,False
restraining,u3SMGNTjkjA25,131,134,train,,True
striking,u3SMGNTjkjA26,139,141,train,,False
crowd,u3SMGNTjkjA27,142,147,train,,False
person_pointing,u3SMGNTjkjA28,148,151,train,,False
person_on_ground,u3SMGNTjkjA29,152,157,train,,True
throwing,u3SMGNTjkjA30,169,175,train,,False
throwing,u3SMGNTjkjA31,198,201,train,,False
person_pointing,u3SMGNTjkjA32,204,206,train,,False
advancing,u3SMGNTjkjA33,207,214,train,,False
advancing,u3SMGNTjkjA34,215,217,train,,False
blood,Bk4P1oeItOA1,8,10,train,,False
striking,Bk4P1oeItOA2,9,11,train,,False
blood,Bk4P1oeItOA3,11,14,train,,False
blood,Bk4P1oeItOA4,16,18,train,,False
throwing,Bk4P1oeItOA5,16,17,train,,False
striking,Bk4P1oeItOA6,18,21,train,,False
blood,Bk4P1oeItOA7,27,29,train,,False
blood,Bk4P1oeItOA8,37,44,train,,False
crowd,Bk4P1oeItOA9,79,82,train,,False
crowd,Bk4P1oeItOA10,94,96,train,,False
striking,Bk4P1oeItOA11,97,98,train,,False
striking,Bk4P1oeItOA12,101,103,train,,False
striking,Bk4P1oeItOA13,105,107,train,,False
striking,Bk4P1oeItOA14,108,110,train,,False
striking,Bk4P1oeItOA15,111,115,train,,False
advancing,Bk4P1oeItOA16,128,132,train,,False
aiming,Bk4P1oeItOA17,149,154,train,,False
advancing,Bk4P1oeItOA18,159,164,train,,False
advancing,Bk4P1oeItOA19,165,170,train,,False
person_on_ground,tYWhklYvzNk1,14,17,train,hard,False
person_on_ground,tYWhklYvzNk2,19,23,train,hard,False
advancing,tYWhklYvzNk3,28,33,train,,False
person_pointing,tYWhklYvzNk4,34,35,train,,False
person_on_ground,tYWhklYvzNk5,40,45,train,medium,False
blood,L6u4meODzaE1,0,5,train,,False
blood,L6u4meODzaE2,7,10,train,,False
blood,L6u4meODzaE3,12,14,train,,False
blood,L6u4meODzaE4,21,23,train,,False
running,L6u4meODzaE5,36,39,train,,True
crowd,L6u4meODzaE6,42,45,train,,False
brawling,L6u4meODzaE7,42,45,train,,False
crowd,L6u4meODzaE8,46,49,train,,False
crowd,L6u4meODzaE9,60,67,train,,False
crowd,L6u4meODzaE10,77,80,train,,False
restraining,L6u4meODzaE11,82,86,train,,True
restraining,L6u4meODzaE12,88,94,train,,True
crowd,L6u4meODzaE13,96,100,train,,False
restraining,L6u4meODzaE14,96,100,train,,True
crowd,8S0fFw08thA1,0,4,train,,False
striking,8S0fFw08thA2,7,10,train,,False
striking,8S0fFw08thA3,20,23,train,,False
crowd,8S0fFw08thA4,26,29,train,,False
person_on_ground,8S0fFw08thA5,30,34,train,hard,True
crowd,8S0fFw08thA6,41,50,train,,False
blood,8S0fFw08thA7,45,47,train,,False
striking,8S0fFw08thA8,47,48,train,,False
crowd,8S0fFw08thA9,56,57,train,,False
blood,8S0fFw08thA10,58,61,train,,False
restraining,8S0fFw08thA11,58,63,train,medium,False
restraining,8S0fFw08thA12,65,69,train,medium,False
blood,8S0fFw08thA13,66,68,train,,False
blood,8S0fFw08thA14,70,77,train,,False
restraining,8S0fFw08thA15,70,78,train,easy,False
blood,8S0fFw08thA16,82,86,train,,False
blood,ts_gtv9G8ro1,0,5,train,,False
person_pointing,ts_gtv9G8ro2,4,8,train,,False
person_pointing,ts_gtv9G8ro3,10,13,train,,False
person_on_ground,ts_gtv9G8ro4,17,21,train,hard,True
restraining,ts_gtv9G8ro5,17,22,train,,True
restraining,ts_gtv9G8ro6,23,30,train,,True
blood,ts_gtv9G8ro7,36,39,train,,False
crowd,ts_gtv9G8ro8,41,45,train,,False
advancing,ts_gtv9G8ro9,41,45,train,,False
crowd,ts_gtv9G8ro10,46,50,train,,False
advancing,ts_gtv9G8ro11,46,50,train,,False
crowd,ts_gtv9G8ro12,51,54,train,,False
advancing,ts_gtv9G8ro13,51,54,train,,False
crowd,ts_gtv9G8ro14,56,59,train,,False
advancing,ts_gtv9G8ro15,56,59,train,,False
advancing,ts_gtv9G8ro16,61,63,train,,False
crowd,ts_gtv9G8ro17,64,68,train,,False
advancing,ts_gtv9G8ro18,64,68,train,,False
crowd,ts_gtv9G8ro19,70,72,train,,False
advancing,ts_gtv9G8ro20,70,72,train,,False
crowd,ts_gtv9G8ro21,74,77,train,,False
crowd,ts_gtv9G8ro22,79,81,train,,False
advancing,sMOieZKAB3k1,0,3,train,,False
running,sMOieZKAB3k2,10,18,train,medium,False
person_on_ground,sMOieZKAB3k3,26,35,train,medium,False
striking,sMOieZKAB3k4,18,22,train,,False
striking,sMOieZKAB3k5,32,34,train,,False
restraining,sMOieZKAB3k6,18,37,train,hard,False
restraining,sMOieZKAB3k7,54,64,train,medium,False
blood,sMOieZKAB3k8,44,64,train,,False
person_on_ground,60cqUPxYThY1,24,25,train,,True
person_on_ground,60cqUPxYThY2,33,41,train,medium,False
striking,60cqUPxYThY3,39,42,train,,False
striking,60cqUPxYThY4,49,52,train,,False
running,60cqUPxYThY5,47,50,train,,True
person_on_ground,60cqUPxYThY6,56,59,train,easy,False
blood,60cqUPxYThY7,61,71,train,,False
aiming,imw5T1D9NHs1,4,23,train,,False
person_pointing,imw5T1D9NHs2,19,22,train,,False
running,imw5T1D9NHs3,36,42,train,hard,False
running,imw5T1D9NHs4,56,64,train,hard,False
running,imw5T1D9NHs5,96,102,train,hard,False
person_on_ground,imw5T1D9NHs6,104,131,train,,True
blood,imw5T1D9NHs7,118,129,train,,False
blood,imw5T1D9NHs8,132,134,train,,False
person_pointing,imw5T1D9NHs9,106,108,train,,False
running,imw5T1D9NHs10,201,204,train,,True
aiming,imw5T1D9NHs11,247,257,train,,False
running,ad5NjlE0BsQ1,25,30,train,hard,False
person_on_ground,ad5NjlE0BsQ2,31,35,train,,True
aiming,ad5NjlE0BsQ3,36,38,train,,False
throwing,ad5NjlE0BsQ4,39,40,train,,False
aiming,ad5NjlE0BsQ5,49,53,train,,False
aiming,ad5NjlE0BsQ6,56,58,train,,False
aiming,ad5NjlE0BsQ7,59,66,train,,False
aiming,ad5NjlE0BsQ8,98,100,train,,False
aiming,ad5NjlE0BsQ9,114,119,train,,False
aiming,ad5NjlE0BsQ10,120,127,train,,False
aiming,ad5NjlE0BsQ11,128,132,train,,False
running,ad5NjlE0BsQ12,174,177,train,hard,False
person_pointing,ad5NjlE0BsQ13,177,181,train,,False
running,ad5NjlE0BsQ14,180,186,train,medium,False
aiming,ad5NjlE0BsQ15,187,191,train,,False
person_on_ground,ad5NjlE0BsQ16,215,221,train,medium,False
person_on_ground,ad5NjlE0BsQ17,227,237,train,,True
running,ad5NjlE0BsQ18,266,274,train,medium,False
blood,ad5NjlE0BsQ19,287,294,train,,False
person_on_ground,nVzKiZ6DfCY1,62,66,train,medium,False
running,nVzKiZ6DfCY2,69,75,train,medium,False
person_on_ground,nVzKiZ6DfCY3,83,85,train,hard,False
aiming,nVzKiZ6DfCY4,115,123,train,,False
aiming,nVzKiZ6DfCY5,125,150,train,,False
striking,nVzKiZ6DfCY6,155,168,train,,False
aiming,nVzKiZ6DfCY7,158,182,train,,False
striking,nVzKiZ6DfCY8,171,178,train,,False
person_pointing,nVzKiZ6DfCY9,179,181,train,,False
aiming,nVzKiZ6DfCY10,187,190,train,,False
person_pointing,nVzKiZ6DfCY11,222,224,train,,False
striking,nVzKiZ6DfCY12,230,240,train,,False
striking,nVzKiZ6DfCY13,241,242,train,,False
restraining,nVzKiZ6DfCY14,245,276,train,medium,False
person_on_ground,nVzKiZ6DfCY15,255,275,train,medium,False
person_pointing,CJGdCN-SYmU1,2,7,train,,False
person_pointing,CJGdCN-SYmU2,9,12,train,,False
person_pointing,CJGdCN-SYmU3,13,16,train,,False
person_pointing,CJGdCN-SYmU4,29,35,train,,False
person_pointing,CJGdCN-SYmU5,39,42,train,,False
aiming,CJGdCN-SYmU6,65,72,train,,False
aiming,CJGdCN-SYmU7,81,84,train,,False
person_pointing,CJGdCN-SYmU8,86,88,train,,False
person_pointing,CJGdCN-SYmU9,90,91,train,,False
running,GFq5-dL4bi81,20,40,train,easy,False
running,GFq5-dL4bi82,55,59,train,medium,False
running,GFq5-dL4bi83,61,67,train,medium,False
person_on_ground,GFq5-dL4bi84,84,89,train,,True
restraining,GFq5-dL4bi85,95,110,train,medium,False
person_on_ground,GFq5-dL4bi86,96,107,train,hard,False
person_on_ground,ZCKI8JYN2Og1,19,21,train,,True
restraining,ZCKI8JYN2Og2,31,34,train,hard,False
person_pointing,ZCKI8JYN2Og3,65,67,train,,False
restraining,ZCKI8JYN2Og4,71,76,train,hard,False
